user,failed_logins,requests_count,docs_accessed,docs_downloaded,hour_of_day,error_rate,unique_endpoints,session_duration_min,sensitive_docs_accessed,distinct_ips,share_actions,admin_actions,password_reset_delay_min,e2e_key_failures,repeated_doc_downloads,is_anomaly
user_43@scp.local,0,56,3,2,11,0.005,9,39.5,0,1,3,0,0,0,2,0
user_29@scp.local,0,93,3,0,13,0.047,8,15.2,1,1,1,0,0,0,1,0
user_39@scp.local,0,56,10,5,14,0.025,9,109.5,0,1,0,0,0,0,2,0
user_15@scp.local,3,76,0,13,16,0.299,8,73.6,4,1,6,0,0,0,1,1
user_49@scp.local,0,31,0,1,11,0.031,3,26.8,2,1,0,0,0,0,0,0
user_4@scp.local,0,76,7,1,13,0.017,4,14.9,1,1,0,0,0,0,1,0
user_6@scp.local,0,72,1,3,12,0.028,9,74.3,1,1,1,0,0,0,2,0
user_13@scp.local,0,38,6,4,13,0.027,9,18.5,0,1,1,0,0,0,1,0
user_24@scp.local,0,52,4,5,10,0.039,3,50.2,0,1,1,0,0,0,1,0
user_26@scp.local,0,60,8,5,12,0.021,6,34.9,1,1,1,0,0,0,2,0
user_8@scp.local,0,81,2,2,12,0.031,6,12.0,1,1,2,0,0,0,2,0
user_50@scp.local,0,63,5,5,15,0.022,7,80.2,1,1,3,0,0,0,0,0
user_11@scp.local,0,27,7,5,9,0.023,3,49.1,0,1,0,0,0,0,0,0
user_40@scp.local,0,79,2,1,14,0.014,5,24.8,2,1,0,0,0,0,0,0
user_15@scp.local,3,90,1,1,10,0.018,7,16.4,2,3,1,0,0.391,0,0,1
user_35@scp.local,0,33,6,2,13,0.028,8,21.7,1,1,1,0,0,0,1,0
user_34@scp.local,0,40,0,5,16,0.026,10,9.0,1,1,1,0,0,0,0,0
user_45@scp.local,0,60,10,3,17,0.042,8,52.5,2,1,3,0,0,0,2,0
user_31@scp.local,0,87,1,5,9,0.035,8,14.9,1,1,0,0,0,0,0,0
user_10@scp.local,0,34,2,2,12,0.003,3,16.3,0,1,0,0,0,0,0,0
user_4@scp.local,0,30,0,4,14,0.021,4,99.2,2,1,0,0,0,0,0,0
user_37@scp.local,0,17,8,0,13,0.043,6,64.9,2,1,1,0,0,0,0,0
user_36@scp.local,0,24,7,4,16,0.045,6,29.7,0,1,2,0,0,0,1,0
user_1@scp.local,0,85,4,2,13,0.012,10,42.3,0,1,1,0,0,0,1,0
user_44@scp.local,0,28,5,1,17,0.003,7,55.5,0,1,2,0,0,0,1,0
user_30@scp.local,0,22,6,5,10,0.044,5,81.4,2,1,1,0,0,0,1,0
user_15@scp.local,0,84,9,2,16,0.019,10,13.6,2,1,2,0,0,0,0,0
user_35@scp.local,0,68,6,5,16,0.038,6,17.3,1,1,0,0,0,0,1,0
user_6@scp.local,0,19,2,5,14,0.008,3,20.9,0,1,3,0,0,0,1,0
user_38@scp.local,0,61,5,1,12,0.0,4,16.1,2,1,2,0,0,0,1,0
user_21@scp.local,0,22,3,3,10,0.03,4,59.4,0,1,2,0,0,0,1,0
user_35@scp.local,0,93,9,1,17,0.049,7,103.1,2,1,1,0,0,0,2,0
user_2@scp.local,8,64,4,14,13,0.175,7,60.3,3,1,5,0,0,0,2,1
user_41@scp.local,0,100,0,5,15,0.009,9,56.4,2,1,1,0,0,0,0,0
user_8@scp.local,0,60,7,2,10,0.008,9,43.5,2,1,1,0,0,0,1,0
user_24@scp.local,0,90,9,7,11,0.044,10,103.2,2,1,2,0,0,0,2,0
user_27@scp.local,0,78,0,2,15,0.03,8,115.4,0,1,0,0,0,0,0,0
user_2@scp.local,0,80,6,1,9,0.029,3,75.4,2,1,0,0,0,0,0,0
user_50@scp.local,0,18,10,4,17,0.017,3,92.1,1,1,3,0,0,0,1,0
user_6@scp.local,0,10,5,5,12,0.001,5,65.2,0,1,0,0,0,0,1,0
user_31@scp.local,0,56,5,5,16,0.023,9,14.1,0,1,0,0,0,0,2,0
user_29@scp.local,0,73,8,2,17,0.035,5,66.0,1,1,3,0,0,0,1,0
user_3@scp.local,0,67,4,2,11,0.03,8,56.4,2,1,1,0,0,0,0,0
user_25@scp.local,0,87,3,0,15,0.047,5,25.1,1,2,2,0,0,0,0,0
user_47@scp.local,0,43,2,2,10,0.035,9,33.1,1,1,0,0,0,0,1,0
user_48@scp.local,0,47,8,3,15,0.008,7,15.9,1,1,1,0,0,0,0,0
user_1@scp.local,0,12,1,1,11,0.023,3,111.4,2,1,1,0,0,0,2,0
user_30@scp.local,0,97,0,3,11,0.009,9,63.7,2,1,2,0,0,0,1,0
user_12@scp.local,4,32,3,0,11,0.045,10,68.2,2,6,0,0,0.462,0,2,1
user_38@scp.local,0,79,1,5,14,0.026,6,43.1,2,1,3,0,0,0,0,0
user_47@scp.local,0,25,8,0,12,0.029,6,79.9,0,1,1,0,0,0,0,0
user_14@scp.local,0,15,1,0,14,0.049,10,108.6,2,1,0,0,0,0,2,0
user_6@scp.local,0,70,4,5,15,0.004,7,57.7,0,1,0,0,0,0,1,0
user_34@scp.local,0,54,4,0,14,0.01,5,90.3,0,1,3,0,0,0,1,0
user_38@scp.local,0,36,10,5,11,0.014,10,88.9,0,1,3,0,0,0,1,0
user_17@scp.local,0,21,3,3,14,0.01,5,64.9,2,1,1,0,0,0,0,0
user_7@scp.local,0,53,2,2,10,0.031,9,18.8,2,1,1,0,0,0,2,0
user_34@scp.local,0,23,10,1,9,0.021,10,36.4,1,1,0,0,0,0,0,0
user_48@scp.local,0,14,5,3,15,0.041,4,9.6,1,1,1,0,0,0,1,0
user_35@scp.local,0,94,2,0,14,0.019,9,107.9,2,1,2,0,0,0,2,0
user_43@scp.local,0,54,0,1,11,0.017,5,116.9,1,1,3,0,0,0,2,0
user_7@scp.local,0,24,8,4,14,0.05,3,100.2,1,1,1,0,0,0,0,0
user_10@scp.local,0,69,5,2,15,0.039,9,40.8,2,1,2,0,0,0,2,0
user_48@scp.local,0,42,6,4,9,0.003,7,27.7,1,1,0,0,0,0,2,0
user_19@scp.local,0,57,10,4,15,0.006,3,110.0,0,1,0,0,0,0,0,0
user_27@scp.local,0,20,2,0,9,0.01,5,155.3,2,1,2,0,0,0,0,0
user_39@scp.local,0,88,2,3,9,0.011,21,54.8,1,1,2,6,0,0,1,1
user_8@scp.local,0,61,7,1,9,0.011,3,76.1,0,1,3,0,0,0,2,0
user_19@scp.local,0,70,6,0,13,0.024,8,62.3,1,1,0,0,0,0,2,0
user_12@scp.local,0,82,1,5,9,0.006,10,102.3,0,1,1,0,0,0,2,0
user_24@scp.local,0,64,7,3,10,0.036,10,93.3,0,1,3,0,0,0,1,0
user_20@scp.local,0,45,1,2,15,0.028,7,14.6,1,1,3,0,0,0,2,0
user_20@scp.local,0,88,8,1,9,0.017,9,66.6,1,1,3,0,0,0,1,0
user_21@scp.local,5,33,3,1,10,0.003,6,6.6,0,5,3,0,0.067,0,1,1
user_4@scp.local,0,53,9,1,10,0.034,5,62.5,0,1,2,0,0,0,1,0
user_23@scp.local,0,72,0,5,12,0.038,6,116.7,2,1,1,0,0,0,0,0
user_44@scp.local,0,19,15,4,15,0.045,5,69.7,1,1,2,0,0,0,2,0
user_2@scp.local,0,32,2,3,13,0.024,5,78.8,0,1,2,0,0,0,0,0
user_33@scp.local,0,17,0,5,10,0.008,9,5.0,0,1,1,0,0,0,2,0
user_30@scp.local,0,95,2,5,13,0.049,10,91.6,1,1,1,0,0,0,2,0
user_41@scp.local,0,50,3,1,10,0.02,9,51.8,0,1,0,0,0,0,1,0
user_28@scp.local,15,47,5,3,15,0.442,4,29.9,2,1,0,0,0,4,0,1
user_22@scp.local,0,59,6,4,12,0.027,8,104.7,2,1,0,0,0,0,0,0
user_41@scp.local,0,75,18,51,15,0.03,3,8.9,2,1,3,0,0,0,5,1
user_29@scp.local,0,38,5,5,16,0.038,9,98.8,1,1,3,0,0,0,2,0
user_26@scp.local,0,100,2,4,10,0.002,9,97.8,1,1,1,0,0,0,0,0
user_35@scp.local,0,46,41,24,10,0.033,3,29.0,2,1,2,0,0,0,6,1
user_17@scp.local,0,94,2,4,10,0.038,6,62.0,2,1,3,0,0,0,0,0
user_9@scp.local,0,25,10,1,17,0.041,6,88.4,1,1,1,0,0,0,2,0
user_44@scp.local,0,48,12,5,16,0.034,9,27.6,0,1,3,0,0,0,2,0
user_45@scp.local,0,61,30,80,12,0.009,7,62.6,2,1,0,0,0,0,16,1
user_45@scp.local,0,28,4,2,9,0.014,8,159.4,2,1,2,0,0,0,1,0
user_45@scp.local,4,41,4,26,3,0.229,10,91.0,7,1,4,0,0,0,1,1
user_50@scp.local,0,40,7,0,17,0.009,4,57.7,1,1,0,0,0,0,1,0
user_48@scp.local,0,55,6,0,15,0.028,5,109.9,2,1,0,0,0,0,1,0
user_50@scp.local,0,88,8,4,15,0.045,5,104.4,2,1,3,0,0,0,0,0
user_44@scp.local,0,96,8,4,10,0.049,7,51.5,1,1,1,0,0,0,2,0
user_31@scp.local,0,95,9,4,11,0.036,5,96.7,2,1,0,0,0,0,1,0
user_38@scp.local,0,14,5,3,11,0.026,9,30.4,1,1,0,0,0,0,1,0
user_1@scp.local,0,68,5,5,15,0.007,4,106.5,1,1,3,0,0,0,2,0
user_4@scp.local,0,88,4,2,11,0.037,4,50.6,0,1,0,0,0,0,1,0
user_46@scp.local,0,26,0,4,11,0.017,5,63.1,1,1,0,0,0,0,0,0
user_18@scp.local,0,55,5,4,9,0.001,3,26.7,1,1,1,0,0,0,2,0
user_32@scp.local,0,98,4,1,12,0.002,4,75.1,0,1,0,0,0,0,1,0
user_35@scp.local,0,99,9,1,14,0.021,4,118.3,1,2,0,0,0,0,1,0
user_22@scp.local,0,20,6,26,15,0.321,5,57.5,7,1,3,0,0,0,2,1
user_9@scp.local,0,43,0,4,12,0.022,7,41.3,0,1,3,0,0,0,0,0
user_4@scp.local,0,10,8,5,10,0.03,7,118.6,1,1,0,0,0,0,1,0
user_25@scp.local,0,41,0,2,13,0.047,9,56.6,0,1,1,0,0,0,2,0
user_39@scp.local,0,56,4,1,13,0.009,4,76.9,1,1,0,0,0,0,1,0
user_27@scp.local,0,31,10,5,9,0.04,3,91.6,0,1,3,0,0,0,2,0
user_6@scp.local,0,55,3,0,15,0.026,4,95.8,1,1,3,0,0,0,1,0
user_38@scp.local,0,94,3,2,12,0.02,3,31.6,1,1,0,0,0,0,2,0
user_30@scp.local,0,462,10,2,12,0.797,28,116.9,2,1,3,0,0,0,0,1
user_28@scp.local,0,52,3,3,17,0.034,5,29.8,0,1,0,0,0,0,2,0
user_17@scp.local,0,85,6,5,9,0.028,5,33.8,2,1,1,0,0,0,0,0
user_33@scp.local,0,16,4,5,15,0.028,7,26.3,1,1,1,0,0,0,0,0
user_36@scp.local,0,11,6,0,9,0.004,7,6.9,2,1,2,0,0,0,1,0
user_21@scp.local,0,56,9,3,10,0.026,10,28.4,2,1,2,0,0,0,2,0
user_27@scp.local,0,79,1,0,15,0.019,9,89.2,0,1,3,0,0,0,2,0
user_7@scp.local,0,42,7,3,9,0.039,4,86.5,2,1,1,0,0,0,1,0
user_34@scp.local,0,81,7,0,14,0.045,10,110.5,2,1,2,0,0,0,2,0
user_6@scp.local,0,17,1,0,14,0.008,6,113.3,2,1,0,0,0,0,2,0
user_24@scp.local,0,68,5,0,12,0.046,6,76.9,2,1,1,0,0,0,1,0
user_46@scp.local,0,85,10,4,15,0.011,9,58.5,0,1,1,0,0,0,0,0
user_50@scp.local,0,100,7,5,14,0.005,7,101.5,0,1,1,0,0,0,0,0
user_18@scp.local,0,49,2,4,15,0.025,5,44.9,1,1,2,0,0,0,0,0
user_40@scp.local,0,31,6,4,13,0.049,5,99.3,1,1,1,0,0,0,1,0
user_15@scp.local,0,40,4,2,9,0.018,4,73.7,2,1,1,0,0,0,0,0
user_39@scp.local,0,22,7,4,16,0.046,4,68.7,2,1,1,0,0,0,2,0
user_36@scp.local,0,74,42,76,12,0.036,7,105.2,2,1,1,0,0,0,14,1
user_6@scp.local,0,84,6,5,13,0.031,6,86.7,0,1,3,0,0,0,0,0
user_39@scp.local,0,20,10,2,12,0.014,6,112.0,0,1,0,0,0,0,1,0
user_7@scp.local,0,72,7,1,11,0.035,8,11.0,2,1,3,0,0,0,1,0
user_18@scp.local,0,75,2,2,17,0.024,6,35.1,2,1,0,0,0,0,1,0
user_28@scp.local,0,65,13,5,14,0.043,3,72.5,0,1,1,0,0,0,2,0
user_15@scp.local,2,86,6,5,12,0.043,7,114.7,1,4,1,0,0.09,0,2,1
user_25@scp.local,0,18,0,1,10,0.009,6,41.7,2,1,1,0,0,0,2,0
user_44@scp.local,0,28,1,0,13,0.002,10,43.6,0,1,3,0,0,0,2,0
user_32@scp.local,0,47,9,2,13,0.039,4,119.0,0,1,1,0,0,0,1,0
user_45@scp.local,0,36,2,0,14,0.034,3,49.8,2,1,2,0,0,0,0,0
user_44@scp.local,0,50,2,4,10,0.014,10,89.2,2,1,1,0,0,0,2,0
user_41@scp.local,0,46,6,1,13,0.031,3,10.7,2,1,2,0,0,0,0,0
user_11@scp.local,0,27,3,4,11,0.017,4,12.2,2,1,0,0,0,0,0,0
user_44@scp.local,0,53,2,0,16,0.024,9,89.2,1,1,3,0,0,0,2,0
user_2@scp.local,0,21,46,57,12,0.025,6,5.4,2,1,3,0,0,0,8,1
user_27@scp.local,0,19,0,5,4,0.028,4,242.6,0,1,0,0,0,0,2,1
user_10@scp.local,0,21,10,3,10,0.029,9,43.5,2,1,0,0,0,0,2,0
user_14@scp.local,0,43,3,5,12,0.051,8,117.3,2,1,3,0,0,0,0,0
user_34@scp.local,0,12,7,4,13,0.014,3,90.3,2,1,1,0,0,0,2,0
user_11@scp.local,0,54,7,2,14,0.086,10,25.2,1,1,2,0,0,0,2,0
user_28@scp.local,0,74,7,2,17,0.018,7,13.8,2,1,2,0,0,0,1,0
user_46@scp.local,0,55,0,5,15,0.016,7,23.3,1,1,3,0,0,0,0,0
user_21@scp.local,0,32,0,3,17,0.04,4,56.8,1,1,2,0,0,0,0,0
user_5@scp.local,0,72,4,4,11,0.026,7,42.9,0,1,3,0,0,0,2,0
user_44@scp.local,0,92,1,0,15,0.013,9,107.1,1,1,0,0,0,0,0,0
user_47@scp.local,0,56,4,4,10,0.047,3,43.5,2,1,0,0,0,0,2,0
user_13@scp.local,0,89,6,4,16,0.04,3,118.5,2,1,3,0,0,0,1,0
user_40@scp.local,0,77,1,0,14,0.085,7,58.9,2,1,3,0,0,0,1,0
user_17@scp.local,0,38,7,4,11,0.013,5,24.6,1,1,3,0,0,0,1,0
user_46@scp.local,0,44,1,5,16,0.006,3,90.9,2,1,2,0,0,0,2,0
user_39@scp.local,0,94,1,50,9,0.03,8,25.7,18,1,6,0,0,0,2,1
user_50@scp.local,0,87,6,3,11,0.049,6,128.2,1,1,2,0,0,0,0,0
user_23@scp.local,0,60,9,4,17,0.042,7,103.4,0,1,0,0,0,0,2,0
user_27@scp.local,0,19,27,57,10,0.047,4,100.7,1,1,0,0,0,0,14,1
user_11@scp.local,0,51,5,0,16,0.041,7,71.1,2,1,3,0,0,0,2,0
user_7@scp.local,0,96,3,4,15,0.029,7,115.9,2,1,1,0,0,0,0,0
user_17@scp.local,0,65,2,4,16,0.036,4,18.5,0,1,1,0,0,0,1,0
user_26@scp.local,0,64,6,1,14,0.014,10,93.1,0,1,2,0,0,0,0,0
user_23@scp.local,0,55,1,2,9,0.037,4,97.5,2,1,1,0,0,0,1,0
user_48@scp.local,0,64,10,5,11,0.013,8,51.8,2,1,0,0,0,0,0,0
user_14@scp.local,0,28,10,0,15,0.008,6,51.2,0,1,0,0,0,0,0,0
user_43@scp.local,0,52,7,1,15,0.034,4,77.8,1,1,1,0,0,0,2,0
user_4@scp.local,0,14,0,1,12,0.02,8,10.6,2,1,0,0,0,0,1,0
user_35@scp.local,0,41,5,4,17,0.035,4,48.5,0,1,2,0,0,0,0,0
user_19@scp.local,0,28,3,1,15,0.023,9,29.2,0,1,2,0,0,0,0,0
user_18@scp.local,0,33,0,4,13,0.027,4,16.4,1,1,3,0,0,0,0,0
user_31@scp.local,0,67,9,5,22,0.039,3,349.0,2,1,1,0,0,0,1,1
user_41@scp.local,0,92,14,3,12,0.041,8,117.0,0,1,3,0,0,0,2,0
user_18@scp.local,0,62,2,4,13,0.038,5,15.4,2,1,1,0,0,0,0,0
user_11@scp.local,0,13,4,5,12,0.021,5,55.7,1,1,1,0,0,0,1,0
user_45@scp.local,0,92,5,4,13,0.009,5,57.1,2,1,3,0,0,0,2,0
user_25@scp.local,0,14,9,4,17,0.008,5,62.7,0,1,3,0,0,0,1,0
user_4@scp.local,0,14,0,3,17,0.016,3,27.1,2,1,3,0,0,0,2,0
user_18@scp.local,0,87,5,0,12,0.025,4,38.5,0,1,1,0,0,0,2,0
user_41@scp.local,0,17,8,4,10,0.03,6,29.9,2,1,0,0,0,0,1,0
user_9@scp.local,0,27,10,5,9,0.013,4,119.4,1,1,1,0,0,0,1,0
user_2@scp.local,0,52,4,0,11,0.033,3,22.1,1,1,1,0,0,0,1,0
user_44@scp.local,0,343,3,3,15,0.542,28,87.6,2,1,3,0,0,0,0,1
user_6@scp.local,0,76,3,2,16,0.036,5,107.6,1,1,0,0,0,0,2,0
user_41@scp.local,0,42,7,3,15,0.007,9,73.6,1,1,2,0,0,0,2,0
user_21@scp.local,0,86,9,4,14,0.017,6,35.3,2,1,1,0,0,0,1,0
user_29@scp.local,0,78,2,3,9,0.022,8,11.0,2,1,0,0,0,0,2,0
user_38@scp.local,0,22,0,4,17,0.029,8,29.2,2,1,0,0,0,0,2,0
user_21@scp.local,0,14,4,2,17,0.006,6,100.2,2,1,0,0,0,0,2,0
user_8@scp.local,0,76,2,3,9,0.033,8,37.5,1,1,0,0,0,0,2,0
user_28@scp.local,0,76,1,1,12,0.027,10,44.3,1,1,2,0,0,0,1,0
user_30@scp.local,0,44,9,1,14,0.012,10,15.4,2,1,3,0,0,0,2,0
user_41@scp.local,0,90,4,5,17,0.018,3,46.7,2,1,2,0,0,0,2,0
user_17@scp.local,0,69,1,2,12,0.016,18,81.9,0,1,2,8,0,0,2,1
user_16@scp.local,0,68,5,17,15,0.014,9,99.0,5,1,9,0,0,0,0,1
user_26@scp.local,0,56,6,3,13,0.047,10,40.0,0,1,3,0,0,0,0,0
user_47@scp.local,0,82,9,2,15,0.004,4,88.0,0,1,2,0,0,0,0,0
user_26@scp.local,0,79,10,3,12,0.04,4,113.8,2,1,2,0,0,0,2,0
user_48@scp.local,0,16,1,1,11,0.043,8,19.2,0,1,1,0,0,0,1,0
user_9@scp.local,0,95,3,1,11,0.039,3,29.5,2,1,3,0,0,0,0,0
user_48@scp.local,0,37,13,7,10,0.04,10,116.0,2,1,3,0,0,0,0,0
user_49@scp.local,0,78,44,74,15,0.036,4,73.3,0,1,2,0,0,0,18,1
user_40@scp.local,0,93,3,5,10,0.044,7,62.0,1,1,2,0,0,0,1,0
user_40@scp.local,0,60,0,3,14,0.008,9,75.3,0,1,3,0,0,0,2,0
user_31@scp.local,0,14,0,47,13,0.048,3,87.8,18,1,6,0,0,0,0,1
user_10@scp.local,0,48,1,1,10,0.038,4,8.1,2,1,3,0,0,0,0,0
user_3@scp.local,0,478,7,3,14,0.505,26,104.2,0,1,1,0,0,0,2,1
user_45@scp.local,0,53,7,0,17,0.033,8,88.7,2,1,0,0,0,0,0,0
user_9@scp.local,0,50,4,2,12,0.019,9,114.1,2,1,3,0,0,0,2,0
user_35@scp.local,0,39,5,1,9,0.04,10,78.9,2,1,0,0,0,0,0,0
user_10@scp.local,0,32,3,0,10,0.095,4,99.1,1,1,0,0,0,0,2,0
user_14@scp.local,0,13,3,0,14,0.013,4,56.4,1,1,3,0,0,0,1,0
user_19@scp.local,0,58,1,2,16,0.003,3,70.1,2,1,0,0,0,0,1,0
user_14@scp.local,0,20,7,1,15,0.041,4,6.7,2,1,3,0,0,0,0,0
user_20@scp.local,0,47,5,2,10,0.019,9,26.1,1,1,0,0,0,0,0,0
user_17@scp.local,0,65,1,3,10,0.019,10,13.4,2,1,3,0,0,0,0,0
user_17@scp.local,0,12,10,2,17,0.002,9,110.3,1,1,0,0,0,0,0,0
user_37@scp.local,0,92,3,4,13,0.03,6,14.7,1,1,0,0,0,0,2,0
user_5@scp.local,0,36,6,3,10,0.034,4,63.6,2,1,3,0,0,0,1,0
user_11@scp.local,0,92,0,3,10,0.027,9,68.3,1,1,1,0,0,0,1,0
user_36@scp.local,0,51,10,4,17,0.048,4,19.4,1,1,1,0,0,0,1,0
user_22@scp.local,0,18,7,5,12,0.014,7,53.0,0,1,3,0,0,0,0,0
user_15@scp.local,0,18,2,3,11,0.005,6,30.0,0,1,0,0,0,0,2,0
user_1@scp.local,0,68,1,2,13,0.015,10,103.1,2,1,3,0,0,0,0,0
user_48@scp.local,0,47,4,2,11,0.017,10,79.7,0,1,1,0,0,0,1,0
user_23@scp.local,0,73,8,1,17,0.007,4,115.2,0,1,2,0,0,0,2,0
user_20@scp.local,0,37,7,0,10,0.037,5,148.0,0,1,3,0,0,0,2,0
user_25@scp.local,0,52,6,0,9,0.001,6,53.5,1,1,0,0,0,0,0,0
user_13@scp.local,0,11,5,1,16,0.02,9,14.9,0,1,3,0,0,0,1,0
user_24@scp.local,0,81,0,2,14,0.036,3,128.4,2,1,1,0,0,0,2,0
user_19@scp.local,0,10,0,3,16,0.032,9,94.6,0,1,0,0,0,0,0,0
user_44@scp.local,0,32,4,3,12,0.049,4,16.3,1,1,1,0,0,0,0,0
user_20@scp.local,0,57,6,2,10,0.032,6,44.9,1,1,0,0,0,0,1,0
user_41@scp.local,0,60,7,1,10,0.03,7,100.8,2,1,3,0,0,0,2,0
user_13@scp.local,0,33,6,2,14,0.07,5,103.3,2,1,0,0,0,0,2,0
user_19@scp.local,0,55,4,4,15,0.02,5,91.6,0,1,0,0,0,0,2,0
user_35@scp.local,0,68,7,1,14,0.08,9,73.0,0,1,0,0,0,0,1,0
user_28@scp.local,0,52,8,3,15,0.02,6,78.9,1,1,1,0,0,0,1,0
user_4@scp.local,0,66,4,1,14,0.008,9,96.4,0,1,3,0,0,0,2,0
user_13@scp.local,0,38,0,3,11,0.049,7,18.6,2,1,1,0,0,0,2,0
user_48@scp.local,0,25,8,2,10,0.027,8,52.6,2,1,1,0,0,0,2,0
user_5@scp.local,0,46,8,1,9,0.043,5,52.5,0,1,1,0,0,0,2,0
user_14@scp.local,0,79,3,1,9,0.007,9,34.2,1,1,0,0,0,0,1,0
user_38@scp.local,0,22,2,5,9,0.024,6,79.1,0,1,0,0,0,0,2,0
user_24@scp.local,0,86,9,2,12,0.014,4,114.0,1,1,2,0,0,0,2,0
user_35@scp.local,0,70,8,0,12,0.0,8,52.1,1,1,2,0,0,0,0,0
user_18@scp.local,0,27,10,5,13,0.009,6,75.4,0,1,0,0,0,0,2,0
user_6@scp.local,0,66,5,1,14,0.004,5,98.9,0,1,2,0,0,0,1,0
user_21@scp.local,0,28,1,5,11,0.015,3,101.0,0,1,2,0,0,0,1,0
user_31@scp.local,0,29,6,3,15,0.036,6,77.4,0,1,2,0,0,0,0,0
user_44@scp.local,0,100,4,0,9,0.049,9,69.4,0,1,2,0,0,0,2,0
user_13@scp.local,0,28,10,1,13,0.04,7,33.5,2,1,0,0,0,0,0,0
user_30@scp.local,0,56,9,4,14,0.049,5,61.6,0,1,0,0,0,0,0,0
user_29@scp.local,0,86,10,3,17,0.022,8,54.8,1,1,1,0,0,0,1,0
user_12@scp.local,0,62,10,1,11,0.026,10,29.1,1,1,3,0,0,0,1,0
user_24@scp.local,0,15,3,5,17,0.007,10,45.2,0,1,3,0,0,0,0,0
user_37@scp.local,0,68,6,5,14,0.045,4,176.6,1,1,1,0,0,0,1,0
user_45@scp.local,0,58,1,1,11,0.049,7,24.8,0,1,3,0,0,0,1,0
user_21@scp.local,0,100,5,4,11,0.014,10,68.4,2,1,2,0,0,0,1,0
user_32@scp.local,0,94,10,3,16,0.028,10,46.3,0,1,3,0,0,0,0,0
user_40@scp.local,0,56,6,5,14,0.036,6,85.0,2,1,1,0,0,0,0,0
user_50@scp.local,0,19,5,0,9,0.012,7,109.4,1,1,1,0,0,0,0,0
user_21@scp.local,0,76,0,0,13,0.022,10,47.0,1,1,1,0,0,0,0,0
user_39@scp.local,0,65,7,0,13,0.013,5,22.3,0,1,2,0,0,0,1,0
user_19@scp.local,0,17,0,0,12,0.037,6,98.8,1,1,1,0,0,0,0,0
user_10@scp.local,0,23,7,4,14,0.016,10,16.5,0,1,3,0,0,0,0,0
user_42@scp.local,0,49,9,1,17,0.041,4,73.3,1,1,3,0,0,0,1,0
user_1@scp.local,8,44,1,1,17,0.411,4,11.8,0,1,0,0,0,7,0,1
user_4@scp.local,0,44,8,0,15,0.048,9,60.5,1,2,3,0,0,0,1,0
user_44@scp.local,0,65,30,71,15,0.037,10,42.6,2,1,1,0,0,0,13,1
user_31@scp.local,0,13,3,4,14,0.004,10,111.0,2,1,0,0,0,0,1,0
user_11@scp.local,0,64,8,4,16,0.016,5,58.5,2,1,0,0,0,0,1,0
user_10@scp.local,0,50,0,4,14,0.03,5,35.8,0,1,0,0,0,0,1,0
user_25@scp.local,0,94,1,5,12,0.074,4,106.7,0,1,2,0,0,0,1,0
user_18@scp.local,0,49,13,3,13,0.045,8,109.9,0,1,3,0,0,0,0,0
user_42@scp.local,0,39,8,5,13,0.02,10,23.0,2,1,0,0,0,0,0,0
user_12@scp.local,0,26,7,2,17,0.041,10,26.1,2,1,0,0,0,0,1,0
user_15@scp.local,0,69,10,0,11,0.016,10,121.7,1,1,0,0,0,0,1,0
user_42@scp.local,0,35,6,1,13,0.012,5,57.1,0,1,1,0,0,0,2,0
user_39@scp.local,0,41,1,4,14,0.048,10,113.5,1,1,3,0,0,0,0,0
user_29@scp.local,0,16,5,5,13,0.031,7,29.8,0,1,2,0,0,0,2,0
user_9@scp.local,0,92,2,1,11,0.049,4,72.7,1,1,1,0,0,0,2,0
user_30@scp.local,0,97,10,2,9,0.003,7,55.0,2,1,2,0,0,0,0,0
user_39@scp.local,0,21,1,4,9,0.017,4,11.9,1,1,2,0,0,0,1,0
user_8@scp.local,0,96,2,0,9,0.048,8,36.5,2,1,0,0,0,0,2,0
user_50@scp.local,0,49,7,2,13,0.033,4,48.5,0,1,3,0,0,0,0,0
user_17@scp.local,0,49,15,3,10,0.026,7,90.1,2,1,2,0,0,0,2,0
user_28@scp.local,0,91,9,1,11,0.016,4,30.1,2,1,3,0,0,0,0,0
user_39@scp.local,0,81,9,2,10,0.048,3,105.1,1,1,0,0,0,0,2,0
user_20@scp.local,0,13,4,0,10,0.005,8,53.7,1,1,0,0,0,0,1,0
user_38@scp.local,0,63,2,4,16,0.016,9,86.7,2,1,1,0,0,0,0,0
user_30@scp.local,0,97,0,2,10,0.001,3,9.8,0,1,0,0,0,0,0,0
user_27@scp.local,0,57,5,4,11,0.049,10,117.9,2,1,3,0,0,0,2,0
user_26@scp.local,0,38,5,5,14,0.022,6,99.9,0,1,0,0,0,0,1,0
user_18@scp.local,0,88,5,2,17,0.015,10,34.3,2,1,3,0,0,0,2,0
user_8@scp.local,0,67,6,5,10,0.025,5,20.9,1,1,1,0,0,0,0,0
user_12@scp.local,0,84,7,5,11,0.043,3,50.8,1,1,2,0,0,0,0,0
user_36@scp.local,0,53,8,2,9,0.022,8,67.7,0,1,0,0,0,0,2,0
user_14@scp.local,0,59,10,0,14,0.037,8,22.4,2,1,1,0,0,0,2,0
user_40@scp.local,0,57,4,3,11,0.038,5,66.9,1,1,2,0,0,0,1,0
user_18@scp.local,0,46,8,34,17,0.01,3,41.6,6,1,12,0,0,0,0,1
user_21@scp.local,0,67,8,4,15,0.006,3,60.7,0,1,3,0,0,0,1,0
